match_id,wc_year,match_date,stage,team,opponent,home_away,scorer,goal_minute_raw,goal_minute_numeric,is_stoppage_time,goal_order_for_team
1982-0517,1982,1982-06-23,First group stage,Brazil,New Zealand,Home,Zico,28,28,False,1
1982-0517,1982,1982-06-23,First group stage,Brazil,New Zealand,Home,Zico,31,31,False,2
1982-0517,1982,1982-06-23,First group stage,Brazil,New Zealand,Home,Paulo Roberto Falcão,64,64,False,3
1982-0517,1982,1982-06-23,First group stage,Brazil,New Zealand,Home,Serginho Chulapa,70,70,False,4
1982-0518,1982,1982-06-22,First group stage,Poland,Peru,Home,Wodzimierz Smolarek,55,55,False,1
1982-0518,1982,1982-06-22,First group stage,Poland,Peru,Home,Grzegorz Lato,58,58,False,2
1982-0518,1982,1982-06-22,First group stage,Poland,Peru,Home,Zbigniew Boniek,61,61,False,3
1982-0518,1982,1982-06-22,First group stage,Poland,Peru,Home,Andrzej Buncol,68,68,False,4
1982-0518,1982,1982-06-22,First group stage,Poland,Peru,Home,Wodzimierz Cioek,76,76,False,5
1982-0518,1982,1982-06-22,First group stage,Peru,Poland,Away,Guillermo La Rosa,83,83,False,1
1982-0519,1982,1982-06-22,First group stage,Belgium,Hungary,Home,Alexandre Czerniatynski,76,76,False,1
1982-0519,1982,1982-06-22,First group stage,Hungary,Belgium,Away,József Varga,27,27,False,1
1982-0520,1982,1982-06-22,First group stage,Soviet Union,Scotland,Home,Aleksandre Chivadze,59,59,False,1
1982-0520,1982,1982-06-22,First group stage,Soviet Union,Scotland,Home,Ramaz Shengelia,84,84,False,2
1982-0520,1982,1982-06-22,First group stage,Scotland,Soviet Union,Away,Joe Jordan,15,15,False,1
1982-0520,1982,1982-06-22,First group stage,Scotland,Soviet Union,Away,Graeme Souness,86,86,False,2
1982-0521,1982,1982-06-21,First group stage,Austria,Algeria,Away,Walter Schachner,55,55,False,1
1982-0521,1982,1982-06-21,First group stage,Austria,Algeria,Away,Hans Krankl,67,67,False,2
1982-0522,1982,1982-06-21,First group stage,France,Kuwait,Home,Bernard Genghini,31,31,False,1
1982-0522,1982,1982-06-21,First group stage,France,Kuwait,Home,Michel Platini,43,43,False,2
1982-0522,1982,1982-06-21,First group stage,France,Kuwait,Home,Didier Six,48,48,False,3
1982-0522,1982,1982-06-21,First group stage,France,Kuwait,Home,Maxime Bossis,89,89,False,4
1982-0522,1982,1982-06-21,First group stage,Kuwait,France,Away,Abdullah Al-Buloushi,75,75,False,1
1982-0523,1982,1982-06-21,First group stage,Honduras,Northern Ireland,Home,Eduardo Laing,60,60,False,1
1982-0523,1982,1982-06-21,First group stage,Northern Ireland,Honduras,Away,Gerry Armstrong,9,9,False,1
1982-0524,1982,1982-06-20,First group stage,West Germany,Chile,Home,Karl-Heinz Rummenigge,9,9,False,1
1982-0524,1982,1982-06-20,First group stage,West Germany,Chile,Home,Karl-Heinz Rummenigge,57,57,False,2
1982-0524,1982,1982-06-20,First group stage,West Germany,Chile,Home,Karl-Heinz Rummenigge,66,66,False,3
1982-0524,1982,1982-06-20,First group stage,West Germany,Chile,Home,Uwe Reinders,83,83,False,4
1982-0524,1982,1982-06-20,First group stage,Chile,West Germany,Away,Gustavo Moscoso,90,90,False,1
1982-0525,1982,1982-06-20,First group stage,England,Czechoslovakia,Home,Trevor Francis,62,62,False,1
1982-0526,1982,1982-06-20,First group stage,Spain,Yugoslavia,Home,Enrique Saura,66,66,False,1
1982-0526,1982,1982-06-20,First group stage,Spain,Yugoslavia,Home,Juanito,14,14,False,2
1982-0526,1982,1982-06-20,First group stage,Yugoslavia,Spain,Away,Ivan Gudelj,10,10,False,1
1982-0528,1982,1982-06-19,First group stage,Soviet Union,New Zealand,Home,Yuri Gavrilov,24,24,False,1
1982-0528,1982,1982-06-19,First group stage,Soviet Union,New Zealand,Home,Oleh Blokhin,48,48,False,2
1982-0528,1982,1982-06-19,First group stage,Soviet Union,New Zealand,Home,Sergei Pavlovich Baltacha,68,68,False,3
1982-0529,1982,1982-06-19,First group stage,Belgium,El Salvador,Home,Ludo Coeck,19,19,False,1
1982-0530,1982,1982-06-18,First group stage,Italy,Peru,Home,Bruno Conti,18,18,False,1
1982-0530,1982,1982-06-18,First group stage,Peru,Italy,Away,Rubén Toribio Díaz,83,83,False,1
1982-0531,1982,1982-06-18,First group stage,Brazil,Scotland,Home,Zico,33,33,False,1
1982-0531,1982,1982-06-18,First group stage,Brazil,Scotland,Home,Oscar,48,48,False,2
1982-0531,1982,1982-06-18,First group stage,Brazil,Scotland,Home,Éder Aleixo de Assis,63,63,False,3
1982-0531,1982,1982-06-18,First group stage,Brazil,Scotland,Home,Paulo Roberto Falcão,87,87,False,4
1982-0531,1982,1982-06-18,First group stage,Scotland,Brazil,Away,David Narey,18,18,False,1
1982-0532,1982,1982-06-18,First group stage,Argentina,Hungary,Home,Daniel Bertoni,26,26,False,1
1982-0532,1982,1982-06-18,First group stage,Argentina,Hungary,Home,Diego Maradona,28,28,False,2
1982-0532,1982,1982-06-18,First group stage,Argentina,Hungary,Home,Diego Maradona,57,57,False,3
1982-0532,1982,1982-06-18,First group stage,Argentina,Hungary,Home,Osvaldo Ardiles,60,60,False,4
1982-0532,1982,1982-06-18,First group stage,Hungary,Argentina,Away,Gábor Pölöskei,76,76,False,1
1982-0533,1982,1982-06-17,First group stage,Austria,Chile,Away,Walter Schachner,22,22,False,1
1982-0534,1982,1982-06-17,First group stage,Czechoslovakia,Kuwait,Home,Antonín Panenka,21,21,False,1
1982-0534,1982,1982-06-17,First group stage,Kuwait,Czechoslovakia,Away,Faisal Al-Dakhil,57,57,False,1
2006-0536,2006,2006-06-20,Group stage,Germany,Ecuador,Away,Miroslav Klose,4,4,False,1
2006-0536,2006,2006-06-20,Group stage,Germany,Ecuador,Away,Miroslav Klose,44,44,False,2
2006-0536,2006,2006-06-20,Group stage,Germany,Ecuador,Away,Lukas Podolski,57,57,False,3
2006-0537,2006,2006-06-20,Group stage,Paraguay,Trinidad and Tobago,Home,Nelson Cuevas,86,86,False,1
2006-0538,2006,2006-06-20,Group stage,Sweden,England,Home,Marcus Allbäck,51,51,False,1
2006-0538,2006,2006-06-20,Group stage,Sweden,England,Home,Henrik Larsson,90,90,False,2
2006-0538,2006,2006-06-20,Group stage,England,Sweden,Away,Joe Cole,34,34,False,1
2006-0538,2006,2006-06-20,Group stage,England,Sweden,Away,Steven Gerrard,85,85,False,2
2006-0539,2006,2006-06-19,Group stage,Switzerland,Togo,Away,Alexander Frei,16,16,False,1
2006-0539,2006,2006-06-19,Group stage,Switzerland,Togo,Away,Tranquillo Barnetta,88,88,False,2
2006-0540,2006,2006-06-19,Group stage,Ukraine,Saudi Arabia,Away,Andriy Rusol,4,4,False,1
2006-0540,2006,2006-06-19,Group stage,Ukraine,Saudi Arabia,Away,Serhiy Rebrov,36,36,False,2
2006-0540,2006,2006-06-19,Group stage,Ukraine,Saudi Arabia,Away,Andriy Shevchenko,46,46,False,3
2006-0540,2006,2006-06-19,Group stage,Ukraine,Saudi Arabia,Away,Maksym Kalynychenko,84,84,False,4
2006-0541,2006,2006-06-19,Group stage,Spain,Tunisia,Home,Raúl,71,71,False,1
2006-0541,2006,2006-06-19,Group stage,Spain,Tunisia,Home,Fernando Torres,76,76,False,2
2006-0541,2006,2006-06-19,Group stage,Spain,Tunisia,Home,Fernando Torres,90+1,91,True,3
2006-0541,2006,2006-06-19,Group stage,Tunisia,Spain,Away,Jawhar Mnari,8,8,False,1
2006-0543,2006,2006-06-18,Group stage,Brazil,Australia,Home,Adriano,49,49,False,1
2006-0543,2006,2006-06-18,Group stage,Brazil,Australia,Home,Fred,90,90,False,2
2006-0544,2006,2006-06-18,Group stage,France,Korea Republic,Home,Thierry Henry,9,9,False,1
2006-0544,2006,2006-06-18,Group stage,Korea Republic,France,Away,Park Ji-sung,81,81,False,1
2006-0545,2006,2006-06-17,Group stage,Portugal,IR Iran,Home,Deco,63,63,False,1
2006-0545,2006,2006-06-17,Group stage,Portugal,IR Iran,Home,Cristiano Ronaldo,80,80,False,2
2006-0546,2006,2006-06-17,Group stage,Ghana,Czech Republic,Away,Asamoah Gyan,2,2,False,1
2006-0546,2006,2006-06-17,Group stage,Ghana,Czech Republic,Away,Sulley Muntari,82,82,False,2
2006-0547,2006,2006-06-17,Group stage,Italy,United States,Home,Alberto Gilardino,22,22,False,1
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Maxi Rodríguez,6,6,False,1
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Esteban Cambiasso,31,31,False,2
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Maxi Rodríguez,41,41,False,3
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Hernán Crespo,78,78,False,4
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Carlos Tevez,84,84,False,5
2006-0548,2006,2006-06-16,Group stage,Argentina,Serbia and Montenegro,Home,Lionel Messi,88,88,False,6
1994-0549,1994,1994-06-26,Group stage,Colombia,Switzerland,Away,Hernán Gaviria,44,44,False,1
1994-0549,1994,1994-06-26,Group stage,Colombia,Switzerland,Away,John Harold Lozano,90,90,False,2
1994-0550,1994,1994-06-25,Group stage,Belgium,Netherlands,Home,Philippe Albert,65,65,False,1
1994-0551,1994,1994-06-25,Group stage,Saudi Arabia,Morocco,Home,Fuad Anwar,45,45,False,1
1994-0551,1994,1994-06-25,Group stage,Saudi Arabia,Morocco,Home,Sami Al-Jaber,7,7,False,2
1994-0551,1994,1994-06-25,Group stage,Morocco,Saudi Arabia,Away,Mohammed Chaouch,26,26,False,1
1994-0552,1994,1994-06-25,Group stage,Argentina,Nigeria,Home,Claudio Caniggia,21,21,False,1
1994-0552,1994,1994-06-25,Group stage,Argentina,Nigeria,Home,Claudio Caniggia,28,28,False,2
1994-0552,1994,1994-06-25,Group stage,Nigeria,Argentina,Away,Samson Siasia,8,8,False,1
1994-0553,1994,1994-06-24,Group stage,Mexico,Republic of Ireland,Home,Luis García Postigo,42,42,False,1
1994-0553,1994,1994-06-24,Group stage,Mexico,Republic of Ireland,Home,Luis García Postigo,65,65,False,2
1994-0553,1994,1994-06-24,Group stage,Republic of Ireland,Mexico,Away,John Aldridge,84,84,False,1
1994-0554,1994,1994-06-24,Group stage,Brazil,Cameroon,Home,Romário,39,39,False,1
1994-0554,1994,1994-06-24,Group stage,Brazil,Cameroon,Home,Márcio Santos,66,66,False,2
1994-0554,1994,1994-06-24,Group stage,Brazil,Cameroon,Home,Bebeto,73,73,False,3
1994-0555,1994,1994-06-24,Group stage,Sweden,Russia,Home,Martin Dahlin,59,59,False,1
1994-0555,1994,1994-06-24,Group stage,Sweden,Russia,Home,Martin Dahlin,81,81,False,2
1994-0555,1994,1994-06-24,Group stage,Sweden,Russia,Home,Tomas Brolin,37,37,False,3
1994-0555,1994,1994-06-24,Group stage,Russia,Sweden,Away,Oleg Salenko,4,4,False,1
1994-0556,1994,1994-06-23,Group stage,Italy,Norway,Home,Dino Baggio,69,69,False,1
1994-0558,1994,1994-06-22,Group stage,Romania,Switzerland,Home,Gheorghe Hagi,35,35,False,1
1994-0558,1994,1994-06-22,Group stage,Switzerland,Romania,Away,Alain Sutter,16,16,False,1
1994-0558,1994,1994-06-22,Group stage,Switzerland,Romania,Away,Stéphane Chapuisat,52,52,False,2
1994-0558,1994,1994-06-22,Group stage,Switzerland,Romania,Away,Adrian Knup,65,65,False,3
1994-0558,1994,1994-06-22,Group stage,Switzerland,Romania,Away,Adrian Knup,72,72,False,4
1994-0559,1994,1994-06-22,Group stage,United States,Colombia,Home,Earnie Stewart,52,52,False,1
1994-0559,1994,1994-06-22,Group stage,Colombia,United States,Away,Adolfo Valencia,90,90,False,1
1994-0560,1994,1994-06-21,Group stage,Argentina,Greece,Home,Gabriel Batistuta,2,2,False,1
1994-0560,1994,1994-06-21,Group stage,Argentina,Greece,Home,Gabriel Batistuta,44,44,False,2
1994-0560,1994,1994-06-21,Group stage,Argentina,Greece,Home,Diego Maradona,60,60,False,3
1994-0560,1994,1994-06-21,Group stage,Argentina,Greece,Home,Gabriel Batistuta,90,90,False,4
1994-0561,1994,1994-06-21,Group stage,Germany,Spain,Home,Jürgen Klinsmann,48,48,False,1
1994-0561,1994,1994-06-21,Group stage,Spain,Germany,Away,Ion Andoni Goikoetxea,14,14,False,1
1994-0562,1994,1994-06-21,Group stage,Nigeria,Bulgaria,Home,Rashidi Yekini,21,21,False,1
1994-0562,1994,1994-06-21,Group stage,Nigeria,Bulgaria,Home,Daniel Amokachi,43,43,False,2
1994-0562,1994,1994-06-21,Group stage,Nigeria,Bulgaria,Home,Emmanuel Amunike,55,55,False,3
1994-0563,1994,1994-06-20,Group stage,Brazil,Russia,Home,Romário,26,26,False,1
1994-0563,1994,1994-06-20,Group stage,Brazil,Russia,Home,Raí,52,52,False,2
1994-0564,1994,1994-06-20,Group stage,Netherlands,Saudi Arabia,Home,Wim Jonk,50,50,False,1
1994-0564,1994,1994-06-20,Group stage,Netherlands,Saudi Arabia,Home,Gaston Taument,86,86,False,2
1994-0564,1994,1994-06-20,Group stage,Saudi Arabia,Netherlands,Away,Fuad Anwar,18,18,False,1
1994-0565,1994,1994-06-19,Group stage,Belgium,Morocco,Home,Marc Degryse,11,11,False,1
1994-0566,1994,1994-06-19,Group stage,Norway,Mexico,Home,Kjetil Rekdal,84,84,False,1
1994-0567,1994,1994-06-19,Group stage,Cameroon,Sweden,Home,David Embé,31,31,False,1
1994-0567,1994,1994-06-19,Group stage,Cameroon,Sweden,Home,François Omam-Biyik,47,47,False,2
1994-0567,1994,1994-06-19,Group stage,Sweden,Cameroon,Away,Roger Ljung,8,8,False,1
1994-0567,1994,1994-06-19,Group stage,Sweden,Cameroon,Away,Martin Dahlin,75,75,False,2
1994-0568,1994,1994-06-18,Group stage,United States,Switzerland,Home,Eric Wynalda,44,44,False,1
1994-0568,1994,1994-06-18,Group stage,Switzerland,United States,Away,Georges Bregy,39,39,False,1
1994-0569,1994,1994-06-18,Group stage,Republic of Ireland,Italy,Away,Ray Houghton,11,11,False,1
1994-0570,1994,1994-06-18,Group stage,Colombia,Romania,Home,Adolfo Valencia,43,43,False,1
1994-0570,1994,1994-06-18,Group stage,Romania,Colombia,Away,Florin Rducioiu,15,15,False,1
1994-0570,1994,1994-06-18,Group stage,Romania,Colombia,Away,Gheorghe Hagi,34,34,False,2
1994-0570,1994,1994-06-18,Group stage,Romania,Colombia,Away,Florin Rducioiu,89,89,False,3
1994-0571,1994,1994-06-17,Group stage,Germany,Bolivia,Home,Jürgen Klinsmann,61,61,False,1
1994-0573,1994,1994-06-17,Group stage,Spain,Korea Republic,Home,Julio Salinas,51,51,False,1
1994-0573,1994,1994-06-17,Group stage,Spain,Korea Republic,Home,Ion Andoni Goikoetxea,55,55,False,2
1994-0573,1994,1994-06-17,Group stage,Korea Republic,Spain,Away,Hong Myung-bo,85,85,False,1
1994-0573,1994,1994-06-17,Group stage,Korea Republic,Spain,Away,Seo Jung-won,90,90,False,2
1986-0574,1986,1986-06-18,Round of 16,England,Paraguay,Home,Gary Lineker,31,31,False,1
1986-0574,1986,1986-06-18,Round of 16,England,Paraguay,Home,Peter Beardsley,56,56,False,2
1986-0574,1986,1986-06-18,Round of 16,England,Paraguay,Home,Gary Lineker,72,72,False,3
1990-0575,1990,1990-07-08,Final,West Germany,Argentina,Home,Andreas Brehme,85,85,False,1
1986-0576,1986,1986-06-18,Round of 16,Denmark,Spain,Home,Jesper Olsen,33,33,False,1
1986-0576,1986,1986-06-18,Round of 16,Spain,Denmark,Away,Emilio Butragueño,43,43,False,1
1986-0576,1986,1986-06-18,Round of 16,Spain,Denmark,Away,Emilio Butragueño,57,57,False,2
1986-0576,1986,1986-06-18,Round of 16,Spain,Denmark,Away,Emilio Butragueño,80,80,False,3
1986-0576,1986,1986-06-18,Round of 16,Spain,Denmark,Away,Andoni Goikoetxea,68,68,False,4
1986-0576,1986,1986-06-18,Round of 16,Spain,Denmark,Away,Emilio Butragueño,89,89,False,5
1990-0577,1990,1990-07-07,Third-place match,Italy,England,Home,Roberto Baggio,71,71,False,1
1990-0577,1990,1990-07-07,Third-place match,Italy,England,Home,Salvatore Schillaci,86,86,False,2
1990-0577,1990,1990-07-07,Third-place match,England,Italy,Away,David Platt,81,81,False,1
1986-0578,1986,1986-06-17,Round of 16,France,Italy,Away,Michel Platini,15,15,False,1
1986-0578,1986,1986-06-17,Round of 16,France,Italy,Away,Yannick Stopyra,57,57,False,2
1990-0579,1990,1990-07-04,Semi-finals,West Germany,England,Home,Andreas Brehme,60,60,False,1
1990-0579,1990,1990-07-04,Semi-finals,England,West Germany,Away,Gary Lineker,80,80,False,1
1986-0580,1986,1986-06-17,Round of 16,West Germany,Morocco,Away,Lothar Matthäus,88,88,False,1
1990-0581,1990,1990-07-03,Semi-finals,Italy,Argentina,Home,Salvatore Schillaci,17,17,False,1
1990-0581,1990,1990-07-03,Semi-finals,Argentina,Italy,Away,Claudio Caniggia,67,67,False,1
1986-0582,1986,1986-06-16,Round of 16,Brazil,Poland,Home,Josimar,55,55,False,1
1986-0582,1986,1986-06-16,Round of 16,Brazil,Poland,Home,Edinho,79,79,False,2
1986-0582,1986,1986-06-16,Round of 16,Brazil,Poland,Home,Sócrates,30,30,False,3
1986-0582,1986,1986-06-16,Round of 16,Brazil,Poland,Home,Careca,83,83,False,4
1990-0583,1990,1990-07-01,Quarter-finals,West Germany,Czechoslovakia,Home,Lothar Matthäus,25,25,False,1
1986-0584,1986,1986-06-16,Round of 16,Argentina,Uruguay,Home,Pedro Pasculli,42,42,False,1
1990-0585,1990,1990-07-01,Quarter-finals,England,Cameroon,Home,David Platt,25,25,False,1
1990-0585,1990,1990-07-01,Quarter-finals,England,Cameroon,Home,Gary Lineker,83,83,False,2
1990-0585,1990,1990-07-01,Quarter-finals,England,Cameroon,Home,Gary Lineker,105,105,False,3
1990-0585,1990,1990-07-01,Quarter-finals,Cameroon,England,Away,Eugène Ekéké,65,65,False,1
1990-0585,1990,1990-07-01,Quarter-finals,Cameroon,England,Away,Emmanuel Kundé,61,61,False,2
1986-0586,1986,1986-06-15,Round of 16,Mexico,Bulgaria,Home,Manuel Negrete Arias,34,34,False,1
1986-0586,1986,1986-06-15,Round of 16,Mexico,Bulgaria,Home,Raúl Servín,61,61,False,2
1986-0588,1986,1986-06-15,Round of 16,Soviet Union,Belgium,Home,Igor Belanov,27,27,False,1
1986-0588,1986,1986-06-15,Round of 16,Soviet Union,Belgium,Home,Igor Belanov,70,70,False,2
1986-0588,1986,1986-06-15,Round of 16,Soviet Union,Belgium,Home,Igor Belanov,111,111,False,3
1986-0588,1986,1986-06-15,Round of 16,Belgium,Soviet Union,Away,Enzo Scifo,56,56,False,1
1986-0588,1986,1986-06-15,Round of 16,Belgium,Soviet Union,Away,Jan Ceulemans,77,77,False,2
1986-0588,1986,1986-06-15,Round of 16,Belgium,Soviet Union,Away,Stéphane Demol,102,102,False,3
1986-0588,1986,1986-06-15,Round of 16,Belgium,Soviet Union,Away,Nico Claesen,110,110,False,4
1986-0590,1986,1986-06-13,Group stage,Denmark,West Germany,Home,John Eriksen,62,62,False,1
1986-0590,1986,1986-06-13,Group stage,Denmark,West Germany,Home,Jesper Olsen,43,43,False,2
1986-0591,1986,1986-06-12,Group stage,Spain,Algeria,Away,Ramón Calderé,15,15,False,1
1986-0591,1986,1986-06-12,Group stage,Spain,Algeria,Away,Ramón Calderé,68,68,False,2
1986-0591,1986,1986-06-12,Group stage,Spain,Algeria,Away,Eloy Olaya,70,70,False,3
1986-0592,1986,1986-06-12,Group stage,Brazil,Northern Ireland,Away,Careca,15,15,False,1
1986-0592,1986,1986-06-12,Group stage,Brazil,Northern Ireland,Away,Josimar,42,42,False,2
1986-0592,1986,1986-06-12,Group stage,Brazil,Northern Ireland,Away,Careca,87,87,False,3
1986-0593,1986,1986-06-11,Group stage,Paraguay,Belgium,Home,Roberto Cabañas,50,50,False,1
1986-0593,1986,1986-06-11,Group stage,Paraguay,Belgium,Home,Roberto Cabañas,76,76,False,2
1986-0593,1986,1986-06-11,Group stage,Belgium,Paraguay,Away,Franky Vercauteren,30,30,False,1
1986-0593,1986,1986-06-11,Group stage,Belgium,Paraguay,Away,Daniel Veyt,59,59,False,2
1986-0594,1986,1986-06-11,Group stage,Mexico,Iraq,Away,Fernando Quirarte,54,54,False,1
1986-0595,1986,1986-06-11,Group stage,England,Poland,Home,Gary Lineker,9,9,False,1
1986-0595,1986,1986-06-11,Group stage,England,Poland,Home,Gary Lineker,14,14,False,2
1986-0595,1986,1986-06-11,Group stage,England,Poland,Home,Gary Lineker,34,34,False,3
1986-0596,1986,1986-06-11,Group stage,Portugal,Morocco,Home,Diamantino Miranda,79,79,False,1
1986-0596,1986,1986-06-11,Group stage,Morocco,Portugal,Away,Abderrazak Khairi,19,19,False,1
1986-0596,1986,1986-06-11,Group stage,Morocco,Portugal,Away,Abderrazak Khairi,27,27,False,2
1986-0596,1986,1986-06-11,Group stage,Morocco,Portugal,Away,Abdelkrim Merry,62,62,False,3
1986-0597,1986,1986-06-10,Group stage,Argentina,Bulgaria,Home,Jorge Valdano,3,3,False,1
1986-0597,1986,1986-06-10,Group stage,Argentina,Bulgaria,Home,Jorge Burruchaga,76,76,False,2
1986-0598,1986,1986-06-10,Group stage,Korea Republic,Italy,Home,Choi Soon-ho,62,62,False,1
1986-0598,1986,1986-06-10,Group stage,Korea Republic,Italy,Home,Huh Jung-moo,83,83,False,2
1986-0598,1986,1986-06-10,Group stage,Italy,Korea Republic,Away,Alessandro Altobelli,17,17,False,1
1986-0598,1986,1986-06-10,Group stage,Italy,Korea Republic,Away,Alessandro Altobelli,73,73,False,2
1986-0599,1986,1986-06-09,Group stage,Soviet Union,Canada,Home,Oleh Blokhin,58,58,False,1
1986-0599,1986,1986-06-09,Group stage,Soviet Union,Canada,Home,Oleksandr Zavarov,74,74,False,2
1986-0600,1986,1986-06-09,Group stage,France,Hungary,Away,Yannick Stopyra,29,29,False,1
1986-0600,1986,1986-06-09,Group stage,France,Hungary,Away,Jean Tigana,62,62,False,2
1986-0600,1986,1986-06-09,Group stage,France,Hungary,Away,Dominique Rocheteau,84,84,False,3
1986-0601,1986,1986-06-08,Group stage,West Germany,Scotland,Home,Rudi Völler,22,22,False,1
1986-0601,1986,1986-06-08,Group stage,West Germany,Scotland,Home,Klaus Allofs,50,50,False,2
1986-0601,1986,1986-06-08,Group stage,Scotland,West Germany,Away,Gordon Strachan,18,18,False,1
1986-0602,1986,1986-06-08,Group stage,Iraq,Belgium,Home,Ahmed Radhi,59,59,False,1
1986-0602,1986,1986-06-08,Group stage,Belgium,Iraq,Away,Enzo Scifo,16,16,False,1
1986-0602,1986,1986-06-08,Group stage,Belgium,Iraq,Away,Nico Claesen,21,21,False,2
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Preben Elkjær,11,11,False,1
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Søren Lerby,41,41,False,2
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Michael Laudrup,52,52,False,3
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Preben Elkjær,67,67,False,4
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Preben Elkjær,80,80,False,5
1986-0603,1986,1986-06-08,Group stage,Denmark,Uruguay,Home,Jesper Olsen,88,88,False,6
1986-0603,1986,1986-06-08,Group stage,Uruguay,Denmark,Away,Enzo Francescoli,45,45,False,1
1986-0604,1986,1986-06-07,Group stage,Mexico,Paraguay,Home,Luis Flores,3,3,False,1
1986-0604,1986,1986-06-07,Group stage,Paraguay,Mexico,Away,Julio César Romero,85,85,False,1
1986-0605,1986,1986-06-07,Group stage,Northern Ireland,Spain,Home,Colin Clarke,47,47,False,1
1986-0605,1986,1986-06-07,Group stage,Spain,Northern Ireland,Away,Emilio Butragueño,2,2,False,1
1986-0605,1986,1986-06-07,Group stage,Spain,Northern Ireland,Away,Julio Salinas,18,18,False,2
1986-0606,1986,1986-06-07,Group stage,Poland,Portugal,Home,Wodzimierz Smolarek,68,68,False,1
1986-0607,1986,1986-06-06,Group stage,Brazil,Algeria,Home,Careca,66,66,False,1
1986-0608,1986,1986-06-06,Group stage,Hungary,Canada,Home,Márton Esterházy,2,2,False,1
1986-0608,1986,1986-06-06,Group stage,Hungary,Canada,Home,Lajos Détári,75,75,False,2
1986-0610,1986,1986-06-05,Group stage,Italy,Argentina,Home,Alessandro Altobelli,6,6,False,1
1986-0610,1986,1986-06-05,Group stage,Argentina,Italy,Away,Diego Maradona,34,34,False,1
1986-0611,1986,1986-06-05,Group stage,France,Soviet Union,Home,Luis Fernández,62,62,False,1
1986-0611,1986,1986-06-05,Group stage,Soviet Union,France,Away,Vasyl Rats,53,53,False,1
1986-0612,1986,1986-06-05,Group stage,Korea Republic,Bulgaria,Home,Kim Jong-boo,70,70,False,1
1986-0612,1986,1986-06-05,Group stage,Bulgaria,Korea Republic,Away,Plamen Getov,11,11,False,1
1986-0613,1986,1986-06-04,Group stage,Paraguay,Iraq,Home,Julio César Romero,35,35,False,1
1986-0614,1986,1986-06-04,Group stage,Uruguay,West Germany,Home,Antonio Alzamendi,4,4,False,1
1986-0614,1986,1986-06-04,Group stage,West Germany,Uruguay,Away,Klaus Allofs,84,84,False,1
1986-0615,1986,1986-06-04,Group stage,Denmark,Scotland,Away,Preben Elkjær,57,57,False,1
1986-0616,1986,1986-06-03,Group stage,Belgium,Mexico,Home,Erwin Vandenbergh,45,45,False,1
1986-0616,1986,1986-06-03,Group stage,Mexico,Belgium,Away,Fernando Quirarte,23,23,False,1
1986-0616,1986,1986-06-03,Group stage,Mexico,Belgium,Away,Hugo Sánchez,39,39,False,2
1986-0617,1986,1986-06-03,Group stage,Algeria,Northern Ireland,Home,Djamel Zidane,59,59,False,1
1986-0617,1986,1986-06-03,Group stage,Northern Ireland,Algeria,Away,Norman Whiteside,6,6,False,1
1986-0618,1986,1986-06-03,Group stage,Portugal,England,Home,Carlos Manuel,75,75,False,1
1986-0619,1986,1986-06-02,Group stage,Soviet Union,Hungary,Home,Pavlo Yakovenko,2,2,False,1
1986-0619,1986,1986-06-02,Group stage,Soviet Union,Hungary,Home,Sergei Aleinikov,4,4,False,2
1986-0619,1986,1986-06-02,Group stage,Soviet Union,Hungary,Home,Ivan Yaremchuk,66,66,False,3
1986-0619,1986,1986-06-02,Group stage,Soviet Union,Hungary,Home,Sergey Rodionov,80,80,False,4
1986-0619,1986,1986-06-02,Group stage,Soviet Union,Hungary,Home,Igor Belanov,24,24,False,5
1986-0620,1986,1986-06-02,Group stage,Argentina,Korea Republic,Home,Jorge Valdano,6,6,False,1
1986-0620,1986,1986-06-02,Group stage,Argentina,Korea Republic,Home,Oscar Ruggeri,18,18,False,2
1986-0620,1986,1986-06-02,Group stage,Argentina,Korea Republic,Home,Jorge Valdano,46,46,False,3
1986-0620,1986,1986-06-02,Group stage,Korea Republic,Argentina,Away,Park Chang-sun,73,73,False,1
1986-0622,1986,1986-06-01,Group stage,Brazil,Spain,Away,Sócrates,62,62,False,1
1986-0623,1986,1986-06-01,Group stage,France,Canada,Away,Jean-Pierre Papin,79,79,False,1
1986-0624,1986,1986-05-31,Group stage,Bulgaria,Italy,Home,Nasko Sirakov,85,85,False,1
1986-0624,1986,1986-05-31,Group stage,Italy,Bulgaria,Away,Alessandro Altobelli,43,43,False,1
1978-0625,1978,1978-06-07,First round,Austria,Sweden,Home,Hans Krankl,42,42,False,1
1978-0628,1978,1978-06-07,First round,IR Iran,Scotland,Away,Iraj Danaeifard,60,60,False,1
