match_id,wc_year,match_date,stage,team,opponent,home_away,scorer,goal_minute_raw,goal_minute_numeric,is_stoppage_time,goal_order_for_team
2014-0244,2014,2014-07-05,Quarter-finals,Argentina,Belgium,Home,Gonzalo Higuaín,8,8,False,1
1998-0245,1998,1998-06-28,Round of 16,France,Paraguay,Home,Laurent Blanc,114,114,False,1
1998-0247,1998,1998-06-28,Round of 16,Nigeria,Denmark,Home,Tijani Babangida,77,77,False,1
1998-0247,1998,1998-06-28,Round of 16,Denmark,Nigeria,Away,Peter Møller,3,3,False,1
1998-0247,1998,1998-06-28,Round of 16,Denmark,Nigeria,Away,Brian Laudrup,12,12,False,2
1998-0247,1998,1998-06-28,Round of 16,Denmark,Nigeria,Away,Ebbe Sand,60,60,False,3
1998-0247,1998,1998-06-28,Round of 16,Denmark,Nigeria,Away,Thomas Helveg,76,76,False,4
2014-0248,2014,2014-07-04,Quarter-finals,Germany,France,Away,Mats Hummels,13,13,False,1
1998-0249,1998,1998-06-27,Round of 16,Italy,Norway,Home,Christian Vieri,18,18,False,1
2014-0250,2014,2014-07-04,Quarter-finals,Brazil,Colombia,Home,Thiago Silva,7,7,False,1
2014-0250,2014,2014-07-04,Quarter-finals,Brazil,Colombia,Home,David Luiz,69,69,False,2
2014-0250,2014,2014-07-04,Quarter-finals,Colombia,Brazil,Away,James Rodríguez,80,80,False,1
1998-0251,1998,1998-06-27,Round of 16,Brazil,Chile,Home,César Sampaio,11,11,False,1
1998-0251,1998,1998-06-27,Round of 16,Brazil,Chile,Home,César Sampaio,26,26,False,2
1998-0251,1998,1998-06-27,Round of 16,Brazil,Chile,Home,Ronaldo,70,70,False,3
1998-0251,1998,1998-06-27,Round of 16,Brazil,Chile,Home,Ronaldo,45,45,False,4
1998-0251,1998,1998-06-27,Round of 16,Chile,Brazil,Away,Marcelo Salas,68,68,False,1
2014-0252,2014,2014-07-01,Round of 16,Argentina,Switzerland,Home,Ángel Di María,118,118,False,1
1998-0253,1998,1998-06-26,Group stage,Argentina,Croatia,Home,Mauricio Pineda,36,36,False,1
2014-0254,2014,2014-07-01,Round of 16,Belgium,United States,Home,Kevin De Bruyne,93,93,False,1
2014-0254,2014,2014-07-01,Round of 16,Belgium,United States,Home,Romelu Lukaku,105,105,False,2
2014-0254,2014,2014-07-01,Round of 16,United States,Belgium,Away,Julian Green,107,107,False,1
1998-0255,1998,1998-06-26,Group stage,Japan,Jamaica,Home,Masashi Nakayama,74,74,False,1
1998-0255,1998,1998-06-26,Group stage,Jamaica,Japan,Away,Theodore Whitmore,39,39,False,1
1998-0255,1998,1998-06-26,Group stage,Jamaica,Japan,Away,Theodore Whitmore,54,54,False,2
2014-0256,2014,2014-06-30,Round of 16,France,Nigeria,Home,Paul Pogba,79,79,False,1
1998-0257,1998,1998-06-26,Group stage,Romania,Tunisia,Home,Viorel Moldovan,72,72,False,1
1998-0257,1998,1998-06-26,Group stage,Tunisia,Romania,Away,Skander Souayah,10,10,False,1
2014-0258,2014,2014-06-30,Round of 16,Germany,Algeria,Home,André Schürrle,92,92,False,1
2014-0258,2014,2014-06-30,Round of 16,Germany,Algeria,Home,Mesut Özil,119,119,False,2
2014-0258,2014,2014-06-30,Round of 16,Algeria,Germany,Away,Abdelmoumene Djabou,120+1,121,True,1
1998-0259,1998,1998-06-26,Group stage,England,Colombia,Away,Darren Anderton,20,20,False,1
1998-0259,1998,1998-06-26,Group stage,England,Colombia,Away,David Beckham,29,29,False,2
1998-0260,1998,1998-06-25,Group stage,Netherlands,Mexico,Home,Phillip Cocu,4,4,False,1
1998-0260,1998,1998-06-25,Group stage,Netherlands,Mexico,Home,Ronald de Boer,18,18,False,2
1998-0260,1998,1998-06-25,Group stage,Mexico,Netherlands,Away,Ricardo Peláez,75,75,False,1
1998-0260,1998,1998-06-25,Group stage,Mexico,Netherlands,Away,Claudio Suárez,90,90,False,2
2014-0261,2014,2014-06-29,Round of 16,Netherlands,Mexico,Home,Wesley Sneijder,88,88,False,1
2014-0261,2014,2014-06-29,Round of 16,Netherlands,Mexico,Home,Klaas-Jan Huntelaar,90+4,94,True,2
2014-0261,2014,2014-06-29,Round of 16,Mexico,Netherlands,Away,Giovani dos Santos,48,48,False,1
1998-0262,1998,1998-06-25,Group stage,Belgium,Korea Republic,Home,Luc Nilis,7,7,False,1
1998-0262,1998,1998-06-25,Group stage,Korea Republic,Belgium,Away,Yoo Sang-chul,71,71,False,1
2014-0263,2014,2014-06-29,Round of 16,Costa Rica,Greece,Home,Bryan Ruiz,52,52,False,1
2014-0263,2014,2014-06-29,Round of 16,Greece,Costa Rica,Away,Sokratis Papastathopoulos,90+1,91,True,1
1998-0264,1998,1998-06-25,Group stage,FR Yugoslavia,United States,Away,Slobodan Komljenovi,4,4,False,1
2014-0265,2014,2014-06-28,Round of 16,Brazil,Chile,Home,David Luiz,18,18,False,1
2014-0265,2014,2014-06-28,Round of 16,Chile,Brazil,Away,Alexis Sánchez,32,32,False,1
1998-0266,1998,1998-06-25,Group stage,Germany,IR Iran,Home,Oliver Bierhoff,50,50,False,1
1998-0266,1998,1998-06-25,Group stage,Germany,IR Iran,Home,Jürgen Klinsmann,58,58,False,2
2014-0267,2014,2014-06-28,Round of 16,Colombia,Uruguay,Home,James Rodríguez,29,29,False,1
2014-0267,2014,2014-06-28,Round of 16,Colombia,Uruguay,Home,James Rodríguez,50,50,False,2
1998-0268,1998,1998-06-24,Group stage,South Africa,Saudi Arabia,Home,Shaun Bartlett,18,18,False,1
1998-0268,1998,1998-06-24,Group stage,South Africa,Saudi Arabia,Home,Shaun Bartlett,90,90,False,2
1998-0268,1998,1998-06-24,Group stage,Saudi Arabia,South Africa,Away,Sami Al-Jaber,45,45,False,1
1998-0268,1998,1998-06-24,Group stage,Saudi Arabia,South Africa,Away,Yousuf Al-Thunayan,74,74,False,2
2014-0269,2014,2014-06-26,Group stage,Germany,United States,Away,Thomas Müller,55,55,False,1
1998-0270,1998,1998-06-24,Group stage,France,Denmark,Home,Emmanuel Petit,57,57,False,1
1998-0270,1998,1998-06-24,Group stage,France,Denmark,Home,Youri Djorkaeff,12,12,False,2
1998-0270,1998,1998-06-24,Group stage,Denmark,France,Away,Michael Laudrup,42,42,False,1
2014-0271,2014,2014-06-26,Group stage,Portugal,Ghana,Home,Cristiano Ronaldo,80,80,False,1
2014-0271,2014,2014-06-26,Group stage,Ghana,Portugal,Away,Asamoah Gyan,57,57,False,1
1998-0272,1998,1998-06-24,Group stage,Spain,Bulgaria,Home,Luis Enrique,18,18,False,1
1998-0272,1998,1998-06-24,Group stage,Spain,Bulgaria,Home,Fernando Morientes,55,55,False,2
1998-0272,1998,1998-06-24,Group stage,Spain,Bulgaria,Home,Fernando Morientes,81,81,False,3
1998-0272,1998,1998-06-24,Group stage,Spain,Bulgaria,Home,Kiko,90,90,False,4
1998-0272,1998,1998-06-24,Group stage,Spain,Bulgaria,Home,Fernando Hierro,6,6,False,5
1998-0272,1998,1998-06-24,Group stage,Bulgaria,Spain,Away,Emil Kostadinov,58,58,False,1
2014-0273,2014,2014-06-26,Group stage,Belgium,Korea Republic,Away,Jan Vertonghen,77,77,False,1
1998-0274,1998,1998-06-24,Group stage,Nigeria,Paraguay,Home,Wilson Oruma,11,11,False,1
1998-0274,1998,1998-06-24,Group stage,Paraguay,Nigeria,Away,Celso Ayala,1,1,False,1
1998-0274,1998,1998-06-24,Group stage,Paraguay,Nigeria,Away,Miguel Ángel Benítez,59,59,False,2
1998-0274,1998,1998-06-24,Group stage,Paraguay,Nigeria,Away,José Cardozo,86,86,False,3
2014-0275,2014,2014-06-26,Group stage,Algeria,Russia,Home,Islam Slimani,60,60,False,1
2014-0275,2014,2014-06-26,Group stage,Russia,Algeria,Away,Aleksandr Kokorin,6,6,False,1
1998-0276,1998,1998-06-23,Group stage,Italy,Austria,Home,Christian Vieri,49,49,False,1
1998-0276,1998,1998-06-23,Group stage,Italy,Austria,Home,Roberto Baggio,90,90,False,2
1998-0276,1998,1998-06-23,Group stage,Austria,Italy,Away,Andreas Herzog,90,90,False,1
1998-0277,1998,1998-06-23,Group stage,Chile,Cameroon,Home,José Luis Sierra,20,20,False,1
1998-0277,1998,1998-06-23,Group stage,Cameroon,Chile,Away,Patrick M'Boma,56,56,False,1
1998-0278,1998,1998-06-23,Group stage,Brazil,Norway,Home,Bebeto,78,78,False,1
1998-0278,1998,1998-06-23,Group stage,Norway,Brazil,Away,Tore André Flo,83,83,False,1
1998-0278,1998,1998-06-23,Group stage,Norway,Brazil,Away,Kjetil Rekdal,89,89,False,2
1998-0279,1998,1998-06-23,Group stage,Morocco,Scotland,Away,Salaheddine Bassir,23,23,False,1
1998-0279,1998,1998-06-23,Group stage,Morocco,Scotland,Away,Abdeljalil Hadda,47,47,False,2
1998-0279,1998,1998-06-23,Group stage,Morocco,Scotland,Away,Salaheddine Bassir,85,85,False,3
1998-0280,1998,1998-06-22,Group stage,Colombia,Tunisia,Home,Léider Preciado,83,83,False,1
1998-0281,1998,1998-06-22,Group stage,Romania,England,Home,Viorel Moldovan,47,47,False,1
1998-0281,1998,1998-06-22,Group stage,Romania,England,Home,Dan Petrescu,90,90,False,2
1998-0281,1998,1998-06-22,Group stage,England,Romania,Away,Michael Owen,83,83,False,1
1998-0282,1998,1998-06-21,Group stage,Germany,FR Yugoslavia,Home,Oliver Bierhoff,80,80,False,1
1998-0282,1998,1998-06-21,Group stage,FR Yugoslavia,Germany,Away,Predrag Mijatovi,13,13,False,1
1998-0282,1998,1998-06-21,Group stage,FR Yugoslavia,Germany,Away,Dragan Stojkovi,54,54,False,2
1998-0283,1998,1998-06-21,Group stage,Argentina,Jamaica,Home,Ariel Ortega,32,32,False,1
1998-0283,1998,1998-06-21,Group stage,Argentina,Jamaica,Home,Ariel Ortega,55,55,False,2
1998-0283,1998,1998-06-21,Group stage,Argentina,Jamaica,Home,Gabriel Batistuta,72,72,False,3
1998-0283,1998,1998-06-21,Group stage,Argentina,Jamaica,Home,Gabriel Batistuta,79,79,False,4
1998-0283,1998,1998-06-21,Group stage,Argentina,Jamaica,Home,Gabriel Batistuta,83,83,False,5
1998-0284,1998,1998-06-21,Group stage,United States,IR Iran,Home,Brian McBride,87,87,False,1
1998-0284,1998,1998-06-21,Group stage,IR Iran,United States,Away,Hamid Estili,40,40,False,1
1998-0284,1998,1998-06-21,Group stage,IR Iran,United States,Away,Mehdi Mahdavikia,84,84,False,2
1998-0285,1998,1998-06-20,Group stage,Croatia,Japan,Away,Davor Šuker,77,77,False,1
1998-0287,1998,1998-06-20,Group stage,Belgium,Mexico,Home,Marc Wilmots,43,43,False,1
1998-0287,1998,1998-06-20,Group stage,Belgium,Mexico,Home,Marc Wilmots,47,47,False,2
1998-0287,1998,1998-06-20,Group stage,Mexico,Belgium,Away,Carlos Blanco,62,62,False,1
1998-0287,1998,1998-06-20,Group stage,Mexico,Belgium,Away,Alberto García Aspe,55,55,False,2
1998-0288,1998,1998-06-20,Group stage,Netherlands,Korea Republic,Home,Phillip Cocu,38,38,False,1
1998-0288,1998,1998-06-20,Group stage,Netherlands,Korea Republic,Home,Marc Overmars,42,42,False,2
1998-0288,1998,1998-06-20,Group stage,Netherlands,Korea Republic,Home,Dennis Bergkamp,71,71,False,3
1998-0288,1998,1998-06-20,Group stage,Netherlands,Korea Republic,Home,Pierre van Hooijdonk,80,80,False,4
1998-0288,1998,1998-06-20,Group stage,Netherlands,Korea Republic,Home,Ronald de Boer,83,83,False,5
2010-0289,2010,2010-06-15,Group stage,Brazil,Korea DPR,Home,Maicon Sisenando,55,55,False,1
2010-0289,2010,2010-06-15,Group stage,Brazil,Korea DPR,Home,Elano,72,72,False,2
2010-0289,2010,2010-06-15,Group stage,Korea DPR,Brazil,Away,Ji Yun-nam,89,89,False,1
2010-0290,2010,2010-06-14,Group stage,Netherlands,Denmark,Home,Dirk Kuyt,85,85,False,1
2010-0291,2010,2010-06-14,Group stage,Japan,Cameroon,Home,Keisuke Honda,39,39,False,1
1998-0292,1998,1998-06-19,Group stage,Nigeria,Bulgaria,Home,Victor Ikpeba,26,26,False,1
2010-0293,2010,2010-06-14,Group stage,Italy,Paraguay,Home,Daniele De Rossi,63,63,False,1
2010-0293,2010,2010-06-14,Group stage,Paraguay,Italy,Away,Antolín Alcaraz,39,39,False,1
2010-0295,2010,2010-06-13,Group stage,Slovenia,Algeria,Away,Robert Koren,79,79,False,1
1998-0296,1998,1998-06-18,Group stage,South Africa,Denmark,Home,Benni McCarthy,52,52,False,1
1998-0296,1998,1998-06-18,Group stage,Denmark,South Africa,Away,Allan Nielsen,13,13,False,1
2010-0297,2010,2010-06-13,Group stage,Ghana,Serbia,Away,Asamoah Gyan,85,85,False,1
1998-0298,1998,1998-06-18,Group stage,France,Saudi Arabia,Home,Thierry Henry,36,36,False,1
1998-0298,1998,1998-06-18,Group stage,France,Saudi Arabia,Home,David Trezeguet,68,68,False,2
1998-0298,1998,1998-06-18,Group stage,France,Saudi Arabia,Home,Thierry Henry,77,77,False,3
1998-0298,1998,1998-06-18,Group stage,France,Saudi Arabia,Home,Bixente Lizarazu,85,85,False,4
2010-0299,2010,2010-06-13,Group stage,Germany,Australia,Home,Lukas Podolski,8,8,False,1
2010-0299,2010,2010-06-13,Group stage,Germany,Australia,Home,Miroslav Klose,26,26,False,2
2010-0299,2010,2010-06-13,Group stage,Germany,Australia,Home,Thomas Müller,68,68,False,3
2010-0299,2010,2010-06-13,Group stage,Germany,Australia,Home,Cacau,70,70,False,4
1998-0300,1998,1998-06-17,Group stage,Chile,Austria,Home,Marcelo Salas,70,70,False,1
1998-0300,1998,1998-06-17,Group stage,Austria,Chile,Away,Ivica Vasti,90,90,False,1
2010-0301,2010,2010-06-12,Group stage,Korea Republic,Greece,Home,Lee Jung-soo,7,7,False,1
2010-0301,2010,2010-06-12,Group stage,Korea Republic,Greece,Home,Park Ji-sung,52,52,False,2
1998-0302,1998,1998-06-17,Group stage,Italy,Cameroon,Home,Luigi Di Biagio,7,7,False,1
1998-0302,1998,1998-06-17,Group stage,Italy,Cameroon,Home,Christian Vieri,75,75,False,2
1998-0302,1998,1998-06-17,Group stage,Italy,Cameroon,Home,Christian Vieri,89,89,False,3
2010-0303,2010,2010-06-12,Group stage,Argentina,Nigeria,Home,Gabriel Heinze,6,6,False,1
1998-0304,1998,1998-06-16,Group stage,Scotland,Norway,Home,Craig Burley,66,66,False,1
1998-0304,1998,1998-06-16,Group stage,Norway,Scotland,Away,Håvard Flo,46,46,False,1
2010-0305,2010,2010-06-12,Group stage,England,United States,Home,Steven Gerrard,4,4,False,1
2010-0305,2010,2010-06-12,Group stage,United States,England,Away,Clint Dempsey,40,40,False,1
1998-0306,1998,1998-06-16,Group stage,Brazil,Morocco,Home,Ronaldo,9,9,False,1
1998-0306,1998,1998-06-16,Group stage,Brazil,Morocco,Home,Rivaldo,45,45,False,2
1998-0306,1998,1998-06-16,Group stage,Brazil,Morocco,Home,Bebeto,50,50,False,3
2010-0307,2010,2010-06-11,Group stage,South Africa,Mexico,Home,Siphiwe Tshabalala,55,55,False,1
2010-0307,2010,2010-06-11,Group stage,Mexico,South Africa,Away,Rafael Márquez,79,79,False,1
1998-0308,1998,1998-06-15,Group stage,England,Tunisia,Home,Alan Shearer,43,43,False,1
1998-0308,1998,1998-06-15,Group stage,England,Tunisia,Home,Paul Scholes,89,89,False,2
1998-0310,1998,1998-06-15,Group stage,Romania,Colombia,Home,Adrian Ilie,45,45,False,1
2006-0311,2006,2006-07-09,Final,Italy,France,Home,Marco Materazzi,19,19,False,1
2006-0311,2006,2006-07-09,Final,France,Italy,Away,Zinédine Zidane,7,7,False,1
2006-0312,2006,2006-07-08,Third-place match,Germany,Portugal,Home,Bastian Schweinsteiger,56,56,False,1
2006-0312,2006,2006-07-08,Third-place match,Germany,Portugal,Home,Bastian Schweinsteiger,78,78,False,2
2006-0312,2006,2006-07-08,Third-place match,Portugal,Germany,Away,Nuno Gomes,88,88,False,1
1998-0313,1998,1998-06-15,Group stage,Germany,United States,Home,Andreas Möller,9,9,False,1
1998-0313,1998,1998-06-15,Group stage,Germany,United States,Home,Jürgen Klinsmann,65,65,False,2
1998-0314,1998,1998-06-14,Group stage,Argentina,Japan,Home,Gabriel Batistuta,28,28,False,1
2006-0315,2006,2006-07-05,Semi-finals,France,Portugal,Away,Zinédine Zidane,33,33,False,1
2006-0316,2006,2006-07-04,Semi-finals,Italy,Germany,Away,Fabio Grosso,119,119,False,1
2006-0316,2006,2006-07-04,Semi-finals,Italy,Germany,Away,Alessandro Del Piero,120+1,121,True,2
1998-0317,1998,1998-06-14,Group stage,FR Yugoslavia,IR Iran,Home,Siniša Mihajlovi,73,73,False,1
1998-0319,1998,1998-06-14,Group stage,Jamaica,Croatia,Home,Robbie Earle,45,45,False,1
1998-0319,1998,1998-06-14,Group stage,Croatia,Jamaica,Away,Mario Stani,27,27,False,1
1998-0319,1998,1998-06-14,Group stage,Croatia,Jamaica,Away,Robert Prosinecki,53,53,False,2
1998-0319,1998,1998-06-14,Group stage,Croatia,Jamaica,Away,Davor Šuker,69,69,False,3
2006-0320,2006,2006-07-01,Quarter-finals,France,Brazil,Away,Thierry Henry,57,57,False,1
1998-0321,1998,1998-06-13,Group stage,Spain,Nigeria,Home,Fernando Hierro,21,21,False,1
1998-0321,1998,1998-06-13,Group stage,Spain,Nigeria,Home,Raúl,47,47,False,2
1998-0321,1998,1998-06-13,Group stage,Nigeria,Spain,Away,Mutiu Adepoju,24,24,False,1
1998-0321,1998,1998-06-13,Group stage,Nigeria,Spain,Away,Sunday Oliseh,78,78,False,2
2006-0322,2006,2006-06-30,Quarter-finals,Germany,Argentina,Home,Miroslav Klose,80,80,False,1
2006-0322,2006,2006-06-30,Quarter-finals,Argentina,Germany,Away,Roberto Ayala,49,49,False,1
1998-0323,1998,1998-06-13,Group stage,Korea Republic,Mexico,Home,Ha Seok-ju,28,28,False,1
1998-0323,1998,1998-06-13,Group stage,Mexico,Korea Republic,Away,Ricardo Peláez,51,51,False,1
1998-0323,1998,1998-06-13,Group stage,Mexico,Korea Republic,Away,Luis Hernández,74,74,False,2
1998-0323,1998,1998-06-13,Group stage,Mexico,Korea Republic,Away,Luis Hernández,84,84,False,3
2006-0324,2006,2006-06-30,Quarter-finals,Italy,Ukraine,Home,Gianluca Zambrotta,6,6,False,1
2006-0324,2006,2006-06-30,Quarter-finals,Italy,Ukraine,Home,Luca Toni,59,59,False,2
2006-0324,2006,2006-06-30,Quarter-finals,Italy,Ukraine,Home,Luca Toni,69,69,False,3
1998-0327,1998,1998-06-12,Group stage,Denmark,Saudi Arabia,Away,Marc Rieper,69,69,False,1
1998-0328,1998,1998-06-12,Group stage,France,South Africa,Home,Christophe Dugarry,34,34,False,1
1998-0328,1998,1998-06-12,Group stage,France,South Africa,Home,Thierry Henry,90,90,False,2
1998-0329,1998,1998-06-11,Group stage,Italy,Chile,Home,Christian Vieri,10,10,False,1
1998-0329,1998,1998-06-11,Group stage,Italy,Chile,Home,Roberto Baggio,85,85,False,2
1998-0329,1998,1998-06-11,Group stage,Chile,Italy,Away,Marcelo Salas,45,45,False,1
1998-0329,1998,1998-06-11,Group stage,Chile,Italy,Away,Marcelo Salas,49,49,False,2
1998-0330,1998,1998-06-11,Group stage,Cameroon,Austria,Home,Pierre Njanka,77,77,False,1
1998-0330,1998,1998-06-11,Group stage,Austria,Cameroon,Away,Toni Polster,90,90,False,1
2014-0331,2014,2014-06-25,Group stage,Bosnia and Herzegovina,IR Iran,Home,Edin Džeko,23,23,False,1
2014-0331,2014,2014-06-25,Group stage,Bosnia and Herzegovina,IR Iran,Home,Miralem Pjani,59,59,False,2
2014-0331,2014,2014-06-25,Group stage,Bosnia and Herzegovina,IR Iran,Home,Avdija Vršajevi,83,83,False,3
2014-0331,2014,2014-06-25,Group stage,IR Iran,Bosnia and Herzegovina,Away,Reza Ghoochannejad,82,82,False,1
1998-0332,1998,1998-06-10,Group stage,Brazil,Scotland,Home,César Sampaio,5,5,False,1
1998-0332,1998,1998-06-10,Group stage,Scotland,Brazil,Away,John Collins,38,38,False,1
1998-0333,1998,1998-06-10,Group stage,Morocco,Norway,Home,Mustapha Hadji,38,38,False,1
1998-0333,1998,1998-06-10,Group stage,Morocco,Norway,Home,Abdeljalil Hadda,59,59,False,2
1998-0333,1998,1998-06-10,Group stage,Norway,Morocco,Away,Dan Eggen,60,60,False,1
2014-0334,2014,2014-06-25,Group stage,Nigeria,Argentina,Home,Ahmed Musa,4,4,False,1
2014-0334,2014,2014-06-25,Group stage,Nigeria,Argentina,Home,Ahmed Musa,47,47,False,2
2014-0334,2014,2014-06-25,Group stage,Argentina,Nigeria,Away,Lionel Messi,3,3,False,1
2014-0334,2014,2014-06-25,Group stage,Argentina,Nigeria,Away,Lionel Messi,45+1,46,True,2
2014-0334,2014,2014-06-25,Group stage,Argentina,Nigeria,Away,Marcos Rojo,50,50,False,3
2014-0336,2014,2014-06-25,Group stage,Switzerland,Honduras,Away,Xherdan Shaqiri,6,6,False,1
2014-0336,2014,2014-06-25,Group stage,Switzerland,Honduras,Away,Xherdan Shaqiri,31,31,False,2
2014-0336,2014,2014-06-25,Group stage,Switzerland,Honduras,Away,Xherdan Shaqiri,71,71,False,3
1994-0338,1994,1994-07-16,Third-place match,Sweden,Bulgaria,Home,Tomas Brolin,8,8,False,1
1994-0338,1994,1994-07-16,Third-place match,Sweden,Bulgaria,Home,Håkan Mild,30,30,False,2
1994-0338,1994,1994-07-16,Third-place match,Sweden,Bulgaria,Home,Henrik Larsson,37,37,False,3
1994-0338,1994,1994-07-16,Third-place match,Sweden,Bulgaria,Home,Kennet Andersson,40,40,False,4
1994-0339,1994,1994-07-13,Semi-finals,Bulgaria,Italy,Home,Hristo Stoichkov,44,44,False,1
1994-0339,1994,1994-07-13,Semi-finals,Italy,Bulgaria,Away,Roberto Baggio,21,21,False,1
1994-0339,1994,1994-07-13,Semi-finals,Italy,Bulgaria,Away,Roberto Baggio,25,25,False,2
1994-0340,1994,1994-07-13,Semi-finals,Brazil,Sweden,Away,Romário,80,80,False,1
1994-0341,1994,1994-07-10,Quarter-finals,Bulgaria,Germany,Home,Hristo Stoichkov,75,75,False,1
1994-0341,1994,1994-07-10,Quarter-finals,Bulgaria,Germany,Home,Yordan Letchkov,78,78,False,2
1994-0341,1994,1994-07-10,Quarter-finals,Germany,Bulgaria,Away,Lothar Matthäus,47,47,False,1
1994-0342,1994,1994-07-10,Quarter-finals,Romania,Sweden,Home,Florin Rducioiu,88,88,False,1
1994-0342,1994,1994-07-10,Quarter-finals,Romania,Sweden,Home,Florin Rducioiu,101,101,False,2
1994-0342,1994,1994-07-10,Quarter-finals,Sweden,Romania,Away,Tomas Brolin,78,78,False,1
1994-0342,1994,1994-07-10,Quarter-finals,Sweden,Romania,Away,Kennet Andersson,115,115,False,2
1994-0343,1994,1994-07-09,Quarter-finals,Italy,Spain,Home,Dino Baggio,25,25,False,1
1994-0343,1994,1994-07-09,Quarter-finals,Italy,Spain,Home,Roberto Baggio,88,88,False,2
1994-0343,1994,1994-07-09,Quarter-finals,Spain,Italy,Away,José Luis Caminero,58,58,False,1
1994-0344,1994,1994-07-09,Quarter-finals,Netherlands,Brazil,Home,Dennis Bergkamp,64,64,False,1
1994-0344,1994,1994-07-09,Quarter-finals,Netherlands,Brazil,Home,Aron Winter,76,76,False,2
1994-0344,1994,1994-07-09,Quarter-finals,Brazil,Netherlands,Away,Romário,53,53,False,1
1994-0344,1994,1994-07-09,Quarter-finals,Brazil,Netherlands,Away,Bebeto,63,63,False,2
1994-0344,1994,1994-07-09,Quarter-finals,Brazil,Netherlands,Away,Branco,81,81,False,3
1994-0345,1994,1994-07-05,Round of 16,Nigeria,Italy,Home,Emmanuel Amunike,25,25,False,1
1994-0345,1994,1994-07-05,Round of 16,Italy,Nigeria,Away,Roberto Baggio,88,88,False,1
1994-0345,1994,1994-07-05,Round of 16,Italy,Nigeria,Away,Roberto Baggio,102,102,False,2
1994-0346,1994,1994-07-05,Round of 16,Mexico,Bulgaria,Home,Alberto García Aspe,18,18,False,1
1994-0346,1994,1994-07-05,Round of 16,Bulgaria,Mexico,Away,Hristo Stoichkov,6,6,False,1
1994-0347,1994,1994-07-04,Round of 16,Netherlands,Republic of Ireland,Home,Dennis Bergkamp,11,11,False,1
1994-0347,1994,1994-07-04,Round of 16,Netherlands,Republic of Ireland,Home,Wim Jonk,41,41,False,2
1994-0348,1994,1994-07-04,Round of 16,Brazil,United States,Home,Bebeto,72,72,False,1
1994-0349,1994,1994-07-03,Round of 16,Saudi Arabia,Sweden,Home,Fahad Al-Ghesheyan,85,85,False,1
1994-0349,1994,1994-07-03,Round of 16,Sweden,Saudi Arabia,Away,Martin Dahlin,6,6,False,1
1994-0349,1994,1994-07-03,Round of 16,Sweden,Saudi Arabia,Away,Kennet Andersson,51,51,False,2
1994-0349,1994,1994-07-03,Round of 16,Sweden,Saudi Arabia,Away,Kennet Andersson,88,88,False,3
1990-0350,1990,1990-06-19,Group stage,Italy,Czechoslovakia,Home,Salvatore Schillaci,9,9,False,1
1990-0350,1990,1990-06-19,Group stage,Italy,Czechoslovakia,Home,Roberto Baggio,78,78,False,2
1994-0351,1994,1994-07-03,Round of 16,Romania,Argentina,Home,Ilie Dumitrescu,11,11,False,1
1994-0351,1994,1994-07-03,Round of 16,Romania,Argentina,Home,Ilie Dumitrescu,18,18,False,2
1994-0351,1994,1994-07-03,Round of 16,Romania,Argentina,Home,Gheorghe Hagi,58,58,False,3
1994-0351,1994,1994-07-03,Round of 16,Argentina,Romania,Away,Abel Balbo,75,75,False,1
1994-0351,1994,1994-07-03,Round of 16,Argentina,Romania,Away,Gabriel Batistuta,16,16,False,2
1990-0352,1990,1990-06-18,Group stage,Argentina,Romania,Home,Pedro Monzón,62,62,False,1
1990-0352,1990,1990-06-18,Group stage,Romania,Argentina,Away,Gabi Balint,68,68,False,1
1994-0353,1994,1994-07-02,Round of 16,Germany,Belgium,Home,Rudi Völler,6,6,False,1
1994-0353,1994,1994-07-02,Round of 16,Germany,Belgium,Home,Jürgen Klinsmann,11,11,False,2
1994-0353,1994,1994-07-02,Round of 16,Germany,Belgium,Home,Rudi Völler,40,40,False,3
1994-0353,1994,1994-07-02,Round of 16,Belgium,Germany,Away,Georges Grün,8,8,False,1
1994-0353,1994,1994-07-02,Round of 16,Belgium,Germany,Away,Philippe Albert,90,90,False,2
1990-0354,1990,1990-06-18,Group stage,Soviet Union,Cameroon,Away,Oleh Protasov,20,20,False,1
1990-0354,1990,1990-06-18,Group stage,Soviet Union,Cameroon,Away,Andrei Zygmantovich,29,29,False,2
1990-0354,1990,1990-06-18,Group stage,Soviet Union,Cameroon,Away,Oleksandr Zavarov,52,52,False,3
1990-0354,1990,1990-06-18,Group stage,Soviet Union,Cameroon,Away,Igor Dobrovolski,63,63,False,4
1994-0355,1994,1994-07-02,Round of 16,Spain,Switzerland,Home,Fernando Hierro,15,15,False,1
1994-0355,1994,1994-07-02,Round of 16,Spain,Switzerland,Home,Luis Enrique,74,74,False,2
1994-0355,1994,1994-07-02,Round of 16,Spain,Switzerland,Home,Txiki Begiristain,86,86,False,3
1994-0357,1994,1994-06-30,Group stage,Nigeria,Greece,Away,Finidi George,45,45,False,1
1994-0357,1994,1994-06-30,Group stage,Nigeria,Greece,Away,Daniel Amokachi,90,90,False,2
1990-0358,1990,1990-06-17,Group stage,Belgium,Uruguay,Home,Lei Clijsters,15,15,False,1
1990-0358,1990,1990-06-17,Group stage,Belgium,Uruguay,Home,Enzo Scifo,24,24,False,2
1990-0358,1990,1990-06-17,Group stage,Belgium,Uruguay,Home,Jan Ceulemans,47,47,False,3
