match_id,wc_year,match_date,stage,stage_group,host_country,team,opponent,home_away,goals_for,goals_against,goal_difference,penalties_for,penalties_against,result_final,points,attendance
1970-0717,1970,1970-06-02,Group stage,Group,Mexico,Israel,Uruguay,Away,0,2,-2,0,0,Loss,0,20654
1990-0718,1990,1990-06-23,Round of 16,Knockout,Italy,Cameroon,Colombia,Home,2,1,1,0,0,Win,3,50026
1990-0718,1990,1990-06-23,Round of 16,Knockout,Italy,Colombia,Cameroon,Away,1,2,-1,0,0,Loss,0,50026
1970-0719,1970,1970-05-31,Group stage,Group,Mexico,Mexico,Soviet Union,Home,0,0,0,0,0,Draw,1,107160
1970-0719,1970,1970-05-31,Group stage,Group,Mexico,Soviet Union,Mexico,Away,0,0,0,0,0,Draw,1,107160
1966-0720,1966,1966-07-30,Final,Final,England,England,West Germany,Home,4,2,2,0,0,Win,3,96924
1966-0720,1966,1966-07-30,Final,Final,England,West Germany,England,Away,2,4,-2,0,0,Loss,0,96924
1966-0721,1966,1966-07-28,Third-place match,Placement,England,Portugal,Soviet Union,Home,2,1,1,0,0,Win,3,87696
1966-0721,1966,1966-07-28,Third-place match,Placement,England,Soviet Union,Portugal,Away,1,2,-1,0,0,Loss,0,87696
1966-0722,1966,1966-07-26,Semi-finals,Knockout,England,England,Portugal,Home,2,1,1,0,0,Win,3,94493
1966-0722,1966,1966-07-26,Semi-finals,Knockout,England,Portugal,England,Away,1,2,-1,0,0,Loss,0,94493
1966-0723,1966,1966-07-25,Semi-finals,Knockout,England,West Germany,Soviet Union,Home,2,1,1,0,0,Win,3,38273
1966-0723,1966,1966-07-25,Semi-finals,Knockout,England,Soviet Union,West Germany,Away,1,2,-1,0,0,Loss,0,38273
1966-0724,1966,1966-07-23,Quarter-finals,Knockout,England,Portugal,Korea DPR,Home,5,3,2,0,0,Win,3,40248
1966-0724,1966,1966-07-23,Quarter-finals,Knockout,England,Korea DPR,Portugal,Away,3,5,-2,0,0,Loss,0,40248
1966-0725,1966,1966-07-23,Quarter-finals,Knockout,England,England,Argentina,Home,1,0,1,0,0,Win,3,90584
1966-0725,1966,1966-07-23,Quarter-finals,Knockout,England,Argentina,England,Away,0,1,-1,0,0,Loss,0,90584
1966-0726,1966,1966-07-23,Quarter-finals,Knockout,England,Soviet Union,Hungary,Home,2,1,1,0,0,Win,3,26844
1966-0726,1966,1966-07-23,Quarter-finals,Knockout,England,Hungary,Soviet Union,Away,1,2,-1,0,0,Loss,0,26844
1966-0727,1966,1966-07-23,Quarter-finals,Knockout,England,West Germany,Uruguay,Home,4,0,4,0,0,Win,3,40007
1966-0727,1966,1966-07-23,Quarter-finals,Knockout,England,Uruguay,West Germany,Away,0,4,-4,0,0,Loss,0,40007
1966-0728,1966,1966-07-20,Group stage,Group,England,England,France,Home,2,0,2,0,0,Win,3,98270
1966-0728,1966,1966-07-20,Group stage,Group,England,France,England,Away,0,2,-2,0,0,Loss,0,98270
1966-0729,1966,1966-07-20,Group stage,Group,England,Hungary,Bulgaria,Home,3,1,2,0,0,Win,3,24129
1966-0729,1966,1966-07-20,Group stage,Group,England,Bulgaria,Hungary,Away,1,3,-2,0,0,Loss,0,24129
1966-0730,1966,1966-07-20,Group stage,Group,England,West Germany,Spain,Home,2,1,1,0,0,Win,3,42187
1966-0730,1966,1966-07-20,Group stage,Group,England,Spain,West Germany,Away,1,2,-1,0,0,Loss,0,42187
1966-0731,1966,1966-07-20,Group stage,Group,England,Soviet Union,Chile,Home,2,1,1,0,0,Win,3,16027
1966-0731,1966,1966-07-20,Group stage,Group,England,Chile,Soviet Union,Away,1,2,-1,0,0,Loss,0,16027
1966-0732,1966,1966-07-19,Group stage,Group,England,Uruguay,Mexico,Home,0,0,0,0,0,Draw,1,61112
1966-0732,1966,1966-07-19,Group stage,Group,England,Mexico,Uruguay,Away,0,0,0,0,0,Draw,1,61112
1966-0733,1966,1966-07-19,Group stage,Group,England,Argentina,Switzerland,Home,2,0,2,0,0,Win,3,32127
1966-0733,1966,1966-07-19,Group stage,Group,England,Switzerland,Argentina,Away,0,2,-2,0,0,Loss,0,32127
1966-0734,1966,1966-07-19,Group stage,Group,England,Portugal,Brazil,Home,3,1,2,0,0,Win,3,58479
1966-0734,1966,1966-07-19,Group stage,Group,England,Brazil,Portugal,Away,1,3,-2,0,0,Loss,0,58479
1966-0735,1966,1966-07-19,Group stage,Group,England,Korea DPR,Italy,Home,1,0,1,0,0,Win,3,17829
1966-0735,1966,1966-07-19,Group stage,Group,England,Italy,Korea DPR,Away,0,1,-1,0,0,Loss,0,17829
1966-0736,1966,1966-07-16,Group stage,Group,England,West Germany,Argentina,Home,0,0,0,0,0,Draw,1,46587
1966-0736,1966,1966-07-16,Group stage,Group,England,Argentina,West Germany,Away,0,0,0,0,0,Draw,1,46587
1990-0737,1990,1990-06-23,Round of 16,Knockout,Italy,Czechoslovakia,Costa Rica,Home,4,1,3,0,0,Win,3,47673
1990-0737,1990,1990-06-23,Round of 16,Knockout,Italy,Costa Rica,Czechoslovakia,Away,1,4,-3,0,0,Loss,0,47673
1966-0738,1966,1966-07-16,Group stage,Group,England,Soviet Union,Italy,Home,1,0,1,0,0,Win,3,27793
1966-0738,1966,1966-07-16,Group stage,Group,England,Italy,Soviet Union,Away,0,1,-1,0,0,Loss,0,27793
1990-0739,1990,1990-06-21,Group stage,Group,Italy,Belgium,Spain,Home,1,2,-1,0,0,Loss,0,35950
1990-0739,1990,1990-06-21,Group stage,Group,Italy,Spain,Belgium,Away,2,1,1,0,0,Win,3,35950
1966-0740,1966,1966-07-16,Group stage,Group,England,Portugal,Bulgaria,Home,3,0,3,0,0,Win,3,25438
1966-0740,1966,1966-07-16,Group stage,Group,England,Bulgaria,Portugal,Away,0,3,-3,0,0,Loss,0,25438
1990-0741,1990,1990-06-21,Group stage,Group,Italy,Korea Republic,Uruguay,Home,0,1,-1,0,0,Loss,0,29039
1990-0741,1990,1990-06-21,Group stage,Group,Italy,Uruguay,Korea Republic,Away,1,0,1,0,0,Win,3,29039
1966-0742,1966,1966-07-16,Group stage,Group,England,England,Mexico,Home,2,0,2,0,0,Win,3,92570
1966-0742,1966,1966-07-16,Group stage,Group,England,Mexico,England,Away,0,2,-2,0,0,Loss,0,92570
1990-0743,1990,1990-06-21,Group stage,Group,Italy,Republic of Ireland,Netherlands,Home,1,1,0,0,0,Draw,1,33288
1990-0743,1990,1990-06-21,Group stage,Group,Italy,Netherlands,Republic of Ireland,Away,1,1,0,0,0,Draw,1,33288
1966-0744,1966,1966-07-15,Group stage,Group,England,Spain,Switzerland,Home,2,1,1,0,0,Win,3,32028
1966-0744,1966,1966-07-15,Group stage,Group,England,Switzerland,Spain,Away,1,2,-1,0,0,Loss,0,32028
1966-0745,1966,1966-07-15,Group stage,Group,England,Uruguay,France,Home,2,1,1,0,0,Win,3,45662
1966-0745,1966,1966-07-15,Group stage,Group,England,France,Uruguay,Away,1,2,-1,0,0,Loss,0,45662
1966-0746,1966,1966-07-15,Group stage,Group,England,Hungary,Brazil,Home,3,1,2,0,0,Win,3,51387
1966-0746,1966,1966-07-15,Group stage,Group,England,Brazil,Hungary,Away,1,3,-2,0,0,Loss,0,51387
1966-0747,1966,1966-07-15,Group stage,Group,England,Korea DPR,Chile,Home,1,1,0,0,0,Draw,1,13792
1966-0747,1966,1966-07-15,Group stage,Group,England,Chile,Korea DPR,Away,1,1,0,0,0,Draw,1,13792
1966-0748,1966,1966-07-13,Group stage,Group,England,Argentina,Spain,Home,2,1,1,0,0,Win,3,42738
1966-0748,1966,1966-07-13,Group stage,Group,England,Spain,Argentina,Away,1,2,-1,0,0,Loss,0,42738
1966-0749,1966,1966-07-13,Group stage,Group,England,France,Mexico,Home,1,1,0,0,0,Draw,1,69237
1966-0749,1966,1966-07-13,Group stage,Group,England,Mexico,France,Away,1,1,0,0,0,Draw,1,69237
1966-0750,1966,1966-07-13,Group stage,Group,England,Italy,Chile,Home,2,0,2,0,0,Win,3,27199
1966-0750,1966,1966-07-13,Group stage,Group,England,Chile,Italy,Away,0,2,-2,0,0,Loss,0,27199
1966-0751,1966,1966-07-13,Group stage,Group,England,Portugal,Hungary,Home,3,1,2,0,0,Win,3,29886
1966-0751,1966,1966-07-13,Group stage,Group,England,Hungary,Portugal,Away,1,3,-2,0,0,Loss,0,29886
1966-0752,1966,1966-07-12,Group stage,Group,England,Brazil,Bulgaria,Home,2,0,2,0,0,Win,3,47308
1966-0752,1966,1966-07-12,Group stage,Group,England,Bulgaria,Brazil,Away,0,2,-2,0,0,Loss,0,47308
1966-0753,1966,1966-07-12,Group stage,Group,England,Soviet Union,Korea DPR,Home,3,0,3,0,0,Win,3,23006
1966-0753,1966,1966-07-12,Group stage,Group,England,Korea DPR,Soviet Union,Away,0,3,-3,0,0,Loss,0,23006
1966-0754,1966,1966-07-12,Group stage,Group,England,West Germany,Switzerland,Home,5,0,5,0,0,Win,3,36127
1966-0754,1966,1966-07-12,Group stage,Group,England,Switzerland,West Germany,Away,0,5,-5,0,0,Loss,0,36127
1966-0755,1966,1966-07-11,Group stage,Group,England,England,Uruguay,Home,0,0,0,0,0,Draw,1,87148
1966-0755,1966,1966-07-11,Group stage,Group,England,Uruguay,England,Away,0,0,0,0,0,Draw,1,87148
1990-0756,1990,1990-06-21,Group stage,Group,Italy,England,Egypt,Home,1,0,1,0,0,Win,3,34959
1990-0756,1990,1990-06-21,Group stage,Group,Italy,Egypt,England,Away,0,1,-1,0,0,Loss,0,34959
1990-0757,1990,1990-06-20,Group stage,Group,Italy,Sweden,Costa Rica,Home,1,2,-1,0,0,Loss,0,30223
1990-0757,1990,1990-06-20,Group stage,Group,Italy,Costa Rica,Sweden,Away,2,1,1,0,0,Win,3,30223
1990-0758,1990,1990-06-20,Group stage,Group,Italy,Brazil,Scotland,Home,1,0,1,0,0,Win,3,62502
1990-0758,1990,1990-06-20,Group stage,Group,Italy,Scotland,Brazil,Away,0,1,-1,0,0,Loss,0,62502
1990-0759,1990,1990-06-19,Group stage,Group,Italy,West Germany,Colombia,Home,1,1,0,0,0,Draw,1,72510
1990-0759,1990,1990-06-19,Group stage,Group,Italy,Colombia,West Germany,Away,1,1,0,0,0,Draw,1,72510
1962-0760,1962,1962-06-17,Final,Final,Chile,Brazil,Czechoslovakia,Home,3,1,2,0,0,Win,3,68679
1962-0760,1962,1962-06-17,Final,Final,Chile,Czechoslovakia,Brazil,Away,1,3,-2,0,0,Loss,0,68679
1962-0761,1962,1962-06-16,Third-place match,Placement,Chile,Chile,Yugoslavia,Home,1,0,1,0,0,Win,3,66697
1962-0761,1962,1962-06-16,Third-place match,Placement,Chile,Yugoslavia,Chile,Away,0,1,-1,0,0,Loss,0,66697
1962-0762,1962,1962-06-13,Semi-finals,Knockout,Chile,Brazil,Chile,Home,4,2,2,0,0,Win,3,76594
1962-0762,1962,1962-06-13,Semi-finals,Knockout,Chile,Chile,Brazil,Away,2,4,-2,0,0,Loss,0,76594
1990-0763,1990,1990-06-19,Group stage,Group,Italy,Yugoslavia,United Arab Emirates,Home,4,1,3,0,0,Win,3,27833
1990-0763,1990,1990-06-19,Group stage,Group,Italy,United Arab Emirates,Yugoslavia,Away,1,4,-3,0,0,Loss,0,27833
1962-0764,1962,1962-06-13,Semi-finals,Knockout,Chile,Czechoslovakia,Yugoslavia,Home,3,1,2,0,0,Win,3,5890
1962-0764,1962,1962-06-13,Semi-finals,Knockout,Chile,Yugoslavia,Czechoslovakia,Away,1,3,-2,0,0,Loss,0,5890
1990-0765,1990,1990-06-19,Group stage,Group,Italy,Austria,United States,Home,2,1,1,0,0,Win,3,34857
1990-0765,1990,1990-06-19,Group stage,Group,Italy,United States,Austria,Away,1,2,-1,0,0,Loss,0,34857
1962-0766,1962,1962-06-10,Quarter-finals,Knockout,Chile,Chile,Soviet Union,Home,2,1,1,0,0,Win,3,17268
1962-0766,1962,1962-06-10,Quarter-finals,Knockout,Chile,Soviet Union,Chile,Away,1,2,-1,0,0,Loss,0,17268
1958-0767,1958,1958-06-24,Semi-finals,Knockout,Sweden,Brazil,France,Home,5,2,3,0,0,Win,3,27100
1958-0767,1958,1958-06-24,Semi-finals,Knockout,Sweden,France,Brazil,Away,2,5,-3,0,0,Loss,0,27100
1962-0768,1962,1962-06-10,Quarter-finals,Knockout,Chile,Brazil,England,Home,3,1,2,0,0,Win,3,17736
1962-0768,1962,1962-06-10,Quarter-finals,Knockout,Chile,England,Brazil,Away,1,3,-2,0,0,Loss,0,17736
1958-0769,1958,1958-06-19,Quarter-finals,Knockout,Sweden,France,Northern Ireland,Home,4,0,4,0,0,Win,3,11800
1958-0769,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Northern Ireland,France,Away,0,4,-4,0,0,Loss,0,11800
1962-0770,1962,1962-06-10,Quarter-finals,Knockout,Chile,Czechoslovakia,Hungary,Home,1,0,1,0,0,Win,3,11690
1962-0770,1962,1962-06-10,Quarter-finals,Knockout,Chile,Hungary,Czechoslovakia,Away,0,1,-1,0,0,Loss,0,11690
1958-0771,1958,1958-06-19,Quarter-finals,Knockout,Sweden,West Germany,Yugoslavia,Home,1,0,1,0,0,Win,3,20055
1958-0771,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Yugoslavia,West Germany,Away,0,1,-1,0,0,Loss,0,20055
1962-0772,1962,1962-06-10,Quarter-finals,Knockout,Chile,Yugoslavia,West Germany,Home,1,0,1,0,0,Win,3,63324
1962-0772,1962,1962-06-10,Quarter-finals,Knockout,Chile,West Germany,Yugoslavia,Away,0,1,-1,0,0,Loss,0,63324
1962-0773,1962,1962-06-07,Group stage,Group,Chile,England,Bulgaria,Home,0,0,0,0,0,Draw,1,5700
1962-0773,1962,1962-06-07,Group stage,Group,Chile,Bulgaria,England,Away,0,0,0,0,0,Draw,1,5700
2006-0774,2006,2006-06-16,Group stage,Group,Germany,Netherlands,Côte d'Ivoire,Home,2,1,1,0,0,Win,3,52000
2006-0774,2006,2006-06-16,Group stage,Group,Germany,Côte d'Ivoire,Netherlands,Away,1,2,-1,0,0,Loss,0,52000
2006-0775,2006,2006-06-16,Group stage,Group,Germany,Mexico,Angola,Home,0,0,0,0,0,Draw,1,43000
2006-0775,2006,2006-06-16,Group stage,Group,Germany,Angola,Mexico,Away,0,0,0,0,0,Draw,1,43000
2006-0776,2006,2006-06-15,Group stage,Group,Germany,Ecuador,Costa Rica,Home,3,0,3,0,0,Win,3,50000
2006-0776,2006,2006-06-15,Group stage,Group,Germany,Costa Rica,Ecuador,Away,0,3,-3,0,0,Loss,0,50000
2006-0777,2006,2006-06-15,Group stage,Group,Germany,England,Trinidad and Tobago,Home,2,0,2,0,0,Win,3,41000
2006-0777,2006,2006-06-15,Group stage,Group,Germany,Trinidad and Tobago,England,Away,0,2,-2,0,0,Loss,0,41000
1958-0778,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Brazil,Wales,Home,1,0,1,0,0,Win,3,25923
1958-0778,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Wales,Brazil,Away,0,1,-1,0,0,Loss,0,25923
1958-0779,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Sweden,Soviet Union,Home,2,0,2,0,0,Win,3,31900
1958-0779,1958,1958-06-19,Quarter-finals,Knockout,Sweden,Soviet Union,Sweden,Away,0,2,-2,0,0,Loss,0,31900
1958-0780,1958,1958-06-17,Group stage play-off,Group,Sweden,Northern Ireland,Czechoslovakia,Home,2,1,1,0,0,Win,3,6196
1958-0780,1958,1958-06-17,Group stage play-off,Group,Sweden,Czechoslovakia,Northern Ireland,Away,1,2,-1,0,0,Loss,0,6196
1958-0781,1958,1958-06-17,Group stage play-off,Group,Sweden,Wales,Hungary,Home,2,1,1,0,0,Win,3,2823
1958-0781,1958,1958-06-17,Group stage play-off,Group,Sweden,Hungary,Wales,Away,1,2,-1,0,0,Loss,0,2823
1958-0782,1958,1958-06-17,Group stage play-off,Group,Sweden,Soviet Union,England,Home,1,0,1,0,0,Win,3,23182
1958-0782,1958,1958-06-17,Group stage play-off,Group,Sweden,England,Soviet Union,Away,0,1,-1,0,0,Loss,0,23182
1958-0783,1958,1958-06-15,Group stage,Group,Sweden,Sweden,Wales,Home,0,0,0,0,0,Draw,1,30287
1958-0783,1958,1958-06-15,Group stage,Group,Sweden,Wales,Sweden,Away,0,0,0,0,0,Draw,1,30287
1958-0784,1958,1958-06-15,Group stage,Group,Sweden,Paraguay,Yugoslavia,Home,3,3,0,0,0,Draw,1,13103
1958-0784,1958,1958-06-15,Group stage,Group,Sweden,Yugoslavia,Paraguay,Away,3,3,0,0,0,Draw,1,13103
1958-0785,1958,1958-06-15,Group stage,Group,Sweden,West Germany,Northern Ireland,Home,2,2,0,0,0,Draw,1,21990
1958-0785,1958,1958-06-15,Group stage,Group,Sweden,Northern Ireland,West Germany,Away,2,2,0,0,0,Draw,1,21990
1958-0786,1958,1958-06-15,Group stage,Group,Sweden,Czechoslovakia,Argentina,Home,6,1,5,0,0,Win,3,16418
1958-0786,1958,1958-06-15,Group stage,Group,Sweden,Argentina,Czechoslovakia,Away,1,6,-5,0,0,Loss,0,16418
1958-0787,1958,1958-06-15,Group stage,Group,Sweden,England,Austria,Home,2,2,0,0,0,Draw,1,15872
1958-0787,1958,1958-06-15,Group stage,Group,Sweden,Austria,England,Away,2,2,0,0,0,Draw,1,15872
1958-0788,1958,1958-06-15,Group stage,Group,Sweden,Brazil,Soviet Union,Home,2,0,2,0,0,Win,3,50928
1958-0788,1958,1958-06-15,Group stage,Group,Sweden,Soviet Union,Brazil,Away,0,2,-2,0,0,Loss,0,50928
1958-0789,1958,1958-06-15,Group stage,Group,Sweden,Hungary,Mexico,Home,4,0,4,0,0,Win,3,13300
1958-0789,1958,1958-06-15,Group stage,Group,Sweden,Mexico,Hungary,Away,0,4,-4,0,0,Loss,0,13300
1958-0790,1958,1958-06-15,Group stage,Group,Sweden,France,Scotland,Home,2,1,1,0,0,Win,3,13554
1958-0790,1958,1958-06-15,Group stage,Group,Sweden,Scotland,France,Away,1,2,-1,0,0,Loss,0,13554
1958-0791,1958,1958-06-12,Group stage,Group,Sweden,Sweden,Hungary,Home,2,1,1,0,0,Win,3,38850
1958-0791,1958,1958-06-12,Group stage,Group,Sweden,Hungary,Sweden,Away,1,2,-1,0,0,Loss,0,38850
1958-0792,1958,1958-06-11,Group stage,Group,Sweden,Soviet Union,Austria,Home,2,0,2,0,0,Win,3,21239
1958-0792,1958,1958-06-11,Group stage,Group,Sweden,Austria,Soviet Union,Away,0,2,-2,0,0,Loss,0,21239
1958-0793,1958,1958-06-11,Group stage,Group,Sweden,West Germany,Czechoslovakia,Home,2,2,0,0,0,Draw,1,25000
1958-0793,1958,1958-06-11,Group stage,Group,Sweden,Czechoslovakia,West Germany,Away,2,2,0,0,0,Draw,1,25000
1958-0794,1958,1958-06-11,Group stage,Group,Sweden,Argentina,Northern Ireland,Home,3,1,2,0,0,Win,3,14174
1958-0794,1958,1958-06-11,Group stage,Group,Sweden,Northern Ireland,Argentina,Away,1,3,-2,0,0,Loss,0,14174
1958-0795,1958,1958-06-11,Group stage,Group,Sweden,Yugoslavia,France,Home,3,2,1,0,0,Win,3,12217
1958-0795,1958,1958-06-11,Group stage,Group,Sweden,France,Yugoslavia,Away,2,3,-1,0,0,Loss,0,12217
1958-0796,1958,1958-06-11,Group stage,Group,Sweden,Paraguay,Scotland,Home,3,2,1,0,0,Win,3,11665
1958-0796,1958,1958-06-11,Group stage,Group,Sweden,Scotland,Paraguay,Away,2,3,-1,0,0,Loss,0,11665
1958-0797,1958,1958-06-11,Group stage,Group,Sweden,Brazil,England,Home,0,0,0,0,0,Draw,1,40895
1958-0797,1958,1958-06-11,Group stage,Group,Sweden,England,Brazil,Away,0,0,0,0,0,Draw,1,40895
1958-0798,1958,1958-06-11,Group stage,Group,Sweden,Mexico,Wales,Home,1,1,0,0,0,Draw,1,15150
1958-0798,1958,1958-06-11,Group stage,Group,Sweden,Wales,Mexico,Away,1,1,0,0,0,Draw,1,15150
1958-0799,1958,1958-06-08,Group stage,Group,Sweden,Sweden,Mexico,Home,3,0,3,0,0,Win,3,34107
1958-0799,1958,1958-06-08,Group stage,Group,Sweden,Mexico,Sweden,Away,0,3,-3,0,0,Loss,0,34107
1958-0800,1958,1958-06-08,Group stage,Group,Sweden,Northern Ireland,Czechoslovakia,Home,1,0,1,0,0,Win,3,10647
1958-0800,1958,1958-06-08,Group stage,Group,Sweden,Czechoslovakia,Northern Ireland,Away,0,1,-1,0,0,Loss,0,10647
1958-0801,1958,1958-06-08,Group stage,Group,Sweden,Hungary,Wales,Home,1,1,0,0,0,Draw,1,15343
1958-0801,1958,1958-06-08,Group stage,Group,Sweden,Wales,Hungary,Away,1,1,0,0,0,Draw,1,15343
1958-0802,1958,1958-06-08,Group stage,Group,Sweden,Yugoslavia,Scotland,Home,1,1,0,0,0,Draw,1,9591
1958-0802,1958,1958-06-08,Group stage,Group,Sweden,Scotland,Yugoslavia,Away,1,1,0,0,0,Draw,1,9591
1958-0803,1958,1958-06-08,Group stage,Group,Sweden,Brazil,Austria,Home,3,0,3,0,0,Win,3,17788
1958-0803,1958,1958-06-08,Group stage,Group,Sweden,Austria,Brazil,Away,0,3,-3,0,0,Loss,0,17788
1958-0804,1958,1958-06-08,Group stage,Group,Sweden,Soviet Union,England,Home,2,2,0,0,0,Draw,1,49348
1958-0804,1958,1958-06-08,Group stage,Group,Sweden,England,Soviet Union,Away,2,2,0,0,0,Draw,1,49348
1958-0805,1958,1958-06-08,Group stage,Group,Sweden,France,Paraguay,Home,7,3,4,0,0,Win,3,16518
1958-0805,1958,1958-06-08,Group stage,Group,Sweden,Paraguay,France,Away,3,7,-4,0,0,Loss,0,16518
1958-0806,1958,1958-06-08,Group stage,Group,Sweden,Argentina,West Germany,Home,1,3,-2,0,0,Loss,0,31156
1958-0806,1958,1958-06-08,Group stage,Group,Sweden,West Germany,Argentina,Away,3,1,2,0,0,Win,3,31156
1954-0807,1954,1954-07-04,Final,Final,Switzerland,Germany,Hungary,Home,3,2,1,0,0,Win,3,62500
1954-0807,1954,1954-07-04,Final,Final,Switzerland,Hungary,Germany,Away,2,3,-1,0,0,Loss,0,62500
1954-0808,1954,1954-07-03,Third-place match,Placement,Switzerland,Austria,Uruguay,Home,3,1,2,0,0,Win,3,32000
1954-0808,1954,1954-07-03,Third-place match,Placement,Switzerland,Uruguay,Austria,Away,1,3,-2,0,0,Loss,0,32000
1954-0809,1954,1954-06-30,Semi-finals,Knockout,Switzerland,Hungary,Uruguay,Home,4,2,2,0,0,Win,3,45000
1954-0809,1954,1954-06-30,Semi-finals,Knockout,Switzerland,Uruguay,Hungary,Away,2,4,-2,0,0,Loss,0,45000
1954-0810,1954,1954-06-30,Semi-finals,Knockout,Switzerland,Germany,Austria,Home,6,1,5,0,0,Win,3,58000
1954-0810,1954,1954-06-30,Semi-finals,Knockout,Switzerland,Austria,Germany,Away,1,6,-5,0,0,Loss,0,58000
1954-0811,1954,1954-06-27,Quarter-finals,Knockout,Switzerland,Germany,Yugoslavia,Home,2,0,2,0,0,Win,3,17000
1954-0811,1954,1954-06-27,Quarter-finals,Knockout,Switzerland,Yugoslavia,Germany,Away,0,2,-2,0,0,Loss,0,17000
1954-0812,1954,1954-06-27,Quarter-finals,Knockout,Switzerland,Hungary,Brazil,Home,4,2,2,0,0,Win,3,40000
1954-0812,1954,1954-06-27,Quarter-finals,Knockout,Switzerland,Brazil,Hungary,Away,2,4,-2,0,0,Loss,0,40000
1954-0813,1954,1954-06-26,Quarter-finals,Knockout,Switzerland,Uruguay,England,Home,4,2,2,0,0,Win,3,28000
1954-0813,1954,1954-06-26,Quarter-finals,Knockout,Switzerland,England,Uruguay,Away,2,4,-2,0,0,Loss,0,28000
1954-0814,1954,1954-06-26,Quarter-finals,Knockout,Switzerland,Switzerland,Austria,Home,5,7,-2,0,0,Loss,0,35000
1954-0814,1954,1954-06-26,Quarter-finals,Knockout,Switzerland,Austria,Switzerland,Away,7,5,2,0,0,Win,3,35000
1954-0815,1954,1954-06-23,Group stage play-off,Group,Switzerland,Germany,Türkiye,Home,7,2,5,0,0,Win,3,17000
1954-0815,1954,1954-06-23,Group stage play-off,Group,Switzerland,Türkiye,Germany,Away,2,7,-5,0,0,Loss,0,17000
1954-0816,1954,1954-06-23,Group stage play-off,Group,Switzerland,Switzerland,Italy,Home,4,1,3,0,0,Win,3,30000
1954-0816,1954,1954-06-23,Group stage play-off,Group,Switzerland,Italy,Switzerland,Away,1,4,-3,0,0,Loss,0,30000
1954-0817,1954,1954-06-20,Group stage,Group,Switzerland,Hungary,Germany,Home,8,3,5,0,0,Win,3,56000
1954-0817,1954,1954-06-20,Group stage,Group,Switzerland,Germany,Hungary,Away,3,8,-5,0,0,Loss,0,56000
1974-0818,1974,1974-06-15,First round,Group,Germany,Sweden,Bulgaria,Home,0,0,0,0,0,Draw,1,23800
1974-0818,1974,1974-06-15,First round,Group,Germany,Bulgaria,Sweden,Away,0,0,0,0,0,Draw,1,23800
1954-0819,1954,1954-06-20,Group stage,Group,Switzerland,Türkiye,Korea Republic,Home,7,0,7,0,0,Win,3,4000
1954-0819,1954,1954-06-20,Group stage,Group,Switzerland,Korea Republic,Türkiye,Away,0,7,-7,0,0,Loss,0,4000
1954-0820,1954,1954-06-20,Group stage,Group,Switzerland,Italy,Belgium,Home,4,1,3,0,0,Win,3,24000
1954-0820,1954,1954-06-20,Group stage,Group,Switzerland,Belgium,Italy,Away,1,4,-3,0,0,Loss,0,24000
1954-0821,1954,1954-06-20,Group stage,Group,Switzerland,Switzerland,England,Home,0,2,-2,0,0,Loss,0,43500
1954-0821,1954,1954-06-20,Group stage,Group,Switzerland,England,Switzerland,Away,2,0,2,0,0,Win,3,43500
1954-0822,1954,1954-06-19,Group stage,Group,Switzerland,Uruguay,Scotland,Home,7,0,7,0,0,Win,3,34000
1954-0822,1954,1954-06-19,Group stage,Group,Switzerland,Scotland,Uruguay,Away,0,7,-7,0,0,Loss,0,34000
1954-0823,1954,1954-06-19,Group stage,Group,Switzerland,Brazil,Yugoslavia,Home,1,1,0,0,0,Draw,1,24637
1954-0823,1954,1954-06-19,Group stage,Group,Switzerland,Yugoslavia,Brazil,Away,1,1,0,0,0,Draw,1,24637
1954-0824,1954,1954-06-19,Group stage,Group,Switzerland,Austria,Czechoslovakia,Home,5,0,5,0,0,Win,3,26000
1954-0824,1954,1954-06-19,Group stage,Group,Switzerland,Czechoslovakia,Austria,Away,0,5,-5,0,0,Loss,0,26000
1954-0825,1954,1954-06-19,Group stage,Group,Switzerland,France,Mexico,Home,3,2,1,0,0,Win,3,19000
1954-0825,1954,1954-06-19,Group stage,Group,Switzerland,Mexico,France,Away,2,3,-1,0,0,Loss,0,19000
1954-0826,1954,1954-06-17,Group stage,Group,Switzerland,Switzerland,Italy,Home,2,1,1,0,0,Win,3,43000
1954-0826,1954,1954-06-17,Group stage,Group,Switzerland,Italy,Switzerland,Away,1,2,-1,0,0,Loss,0,43000
1974-0827,1974,1974-06-15,First round,Group,Germany,Italy,Haiti,Home,3,1,2,0,0,Win,3,53000
1974-0827,1974,1974-06-15,First round,Group,Germany,Haiti,Italy,Away,1,3,-2,0,0,Loss,0,53000
1974-0828,1974,1974-06-15,First round,Group,Germany,Poland,Argentina,Home,3,2,1,0,0,Win,3,32700
1974-0828,1974,1974-06-15,First round,Group,Germany,Argentina,Poland,Away,2,3,-1,0,0,Loss,0,32700
1974-0829,1974,1974-06-14,First round,Group,Germany,West Germany,Chile,Home,1,0,1,0,0,Win,3,81100
1974-0829,1974,1974-06-14,First round,Group,Germany,Chile,West Germany,Away,0,1,-1,0,0,Loss,0,81100
